requirement_id,tool_subsystem,source_doc_section,required_behavior,implementation_location,automated_test_reference,status,evidence_and_remaining_work
GEO-022,Geometry and paint aggregation,CALCULATION_SPEC.md §§2–4; tool-specs/05,"GIVEN Two enabled surfaces same room wall/ceiling different variants WHEN Calculate THEN Use each surface's own coverage, coats and price; pool only compatible IDs.",tests/engine/estimate.test.ts:31-46; tests/domain/estimateAssembly.test.ts:35-64,"tests/engine/estimate.test.ts, tests/domain/estimateAssembly.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case GEO-022), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/estimate.test.ts, tests/domain/estimateAssembly.test.ts. Prior evidence: "
GEO-023,Geometry and paint aggregation,CALCULATION_SPEC.md §§2–4; tool-specs/05,GIVEN Disabled surface with retained values WHEN Calculate THEN No contribution; no validation of inactive measurement fields.,tests/engine/estimate.test.ts:102-111; tests/domain/estimateAssembly.test.ts:95-112,"tests/engine/estimate.test.ts, tests/domain/estimateAssembly.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case GEO-023), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/estimate.test.ts, tests/domain/estimateAssembly.test.ts. Prior evidence: "
GEO-024,Geometry and paint aggregation,CALCULATION_SPEC.md §§2–4; tool-specs/05,"GIVEN Trim length100,developed width.5 WHEN Derive paintable area THEN 50ft², not100ft² or100 doors.",tests/engine/geometry.test.ts:62-64; tests/fixtures/acceptance-fixtures.json (id=trim-surface),"tests/engine/geometry.test.ts, tests/engine/fixtures.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case GEO-024), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/geometry.test.ts, tests/engine/fixtures.test.ts. Prior evidence: "
GEO-025,Geometry and paint aggregation,CALCULATION_SPEC.md §§2–4; tool-specs/05,"GIVEN Door count1,width3,height7,sides2 WHEN Derive area THEN 42ft²; edges excluded explicitly.",tests/engine/geometry.test.ts:66-69; tests/fixtures/acceptance-fixtures.json (id=door-two-faces),"tests/engine/geometry.test.ts, tests/engine/fixtures.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case GEO-025), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/geometry.test.ts, tests/engine/fixtures.test.ts. Prior evidence: "
GEO-026,Geometry and paint aggregation,CALCULATION_SPEC.md §§2–4; tool-specs/05,"GIVEN Door count2,width3,height7,sides1 WHEN Derive area THEN 42ft²; geometry correct independently of opening count.",src/engine/geometry.ts:49-51 (doorPaintableArea),tests/engine/geoRequirements.test.ts,verified,"Confirming test added with the exact matrix figures: a 2-door, 3x7, 1-painted-side surface derives exactly 42ft^2, and is proven to scale linearly with count (double a single 3x7/1-side door's area), independent of any opening-count-based deduction logic elsewhere in the codebase. No remaining work."
GEO-027,Geometry and paint aggregation,CALCULATION_SPEC.md §§2–4; tool-specs/05,GIVEN Two doorway openings but doorsToPaint1 WHEN Calculate surfaces THEN Deduct two openings and paint one door only.,src/domain/estimateAssembly.ts resolveSurface (room quick/detailed deduction vs. standalone door surface doorCount are architecturally separate fields/functions),"tests/domain/estimateAssembly.test.ts ""GEO-027"" block",verified,Confirmed by combined-scenario test: room quick.doorCount=2 deducts two openings from the wall while a linked door surface own doorCount (1 vs 2) independently controls labor/materials for doors actually painted.
GEO-028,Geometry and paint aggregation,CALCULATION_SPEC.md §§2–4; tool-specs/05,GIVEN Door surfaces with different sizes WHEN Aggregate THEN Sum independently derived area/demand; do not average hidden dimensions.,"src/engine/estimate.ts:104-121 (aggregateProjectSurfaces sums, never averages, per-surface demand)",tests/engine/geoRequirements.test.ts; tests/engine/geometry.test.ts:71-75,verified,"Confirming test added through the full production aggregator: a 3x7 door and a differently-sized 2x6 door (same variant) produce a pooled raw demand equal to their SUMMED areas (21+12=33ft^2 worth), proven via the exact resulting Decimal (0.33 raw gallons) -- an averaging bug would instead have produced demand from (21+12)/2=16.5ft^2. No remaining work."
GEO-029,Geometry and paint aggregation,CALCULATION_SPEC.md §§2–4; tool-specs/05,GIVEN Surface input reordered/renamed WHEN Recalculate THEN Same totals and IDs; no dependence on index.,"src/engine/paint.ts:17-23 (aggregateRawDemandByVariant, a pure Map keyed by ID, order of input array never inspected)",tests/property/paint.property.test.ts (PROPERTY 6),verified,"Re-confirmed: the previously-cited property test file DOES exist (the prior audit note was stale). PROPERTY 6 is a 200-run fast-check property proving any permutation of the same demand list yields identical per-variant totals -- directly covering ""surface input reordered"" with a far stronger guarantee than a single hand-picked reorder example would give. No remaining work."
GEO-030,Geometry and paint aggregation,CALCULATION_SPEC.md §§2–4; tool-specs/05,"GIVEN Surface split into two pieces same variant/rates WHEN Recalculate THEN Same raw demand, project purchase and cost; no per-piece ceiling.","src/engine/paint.ts:17-23 (sum first, ceiling once per variant -- never per surface/piece)","tests/property/paint.property.test.ts (PROPERTY 7, PROPERTY 8 first test)",verified,"Re-confirmed: the previously-cited property test file DOES exist (the prior audit note was stale). PROPERTY 7 is a 200-run property proving splitting one area across two same-variant surfaces yields the identical raw total as one combined surface; PROPERTY 8's first test proves the sum-of-individual-ceilings is always >= the ceiling-of-the-sum for the same variant, which is only possible because the actual code (aggregateRawDemandByVariant, read directly) sums raw demand BEFORE ceiling -- confirming no per-piece ceiling is ever applied in the real pooling path. No remaining work."
COST-001,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,"GIVEN Walls563,2coats,throughput150,rate32 WHEN Compute labor THEN Hours1126/150; cost240.213333...; display240.21.",tests/engine/fixtures.test.ts; src/engine/labor.ts,tests/engine/fixtures.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case COST-001), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts. Prior evidence: "
COST-002,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,"GIVEN Ceiling320,2coats,throughput120,rate32 WHEN Compute labor THEN Hours16/3; cost170.666666...; display170.67.",src/engine/labor.ts:8-10 (wallOrCeilingHours); src/engine/estimate.ts:104-121 (production path),tests/engine/costRequirements.test.ts,verified,"Confirming test added with the exact matrix figures, calling the real production functions (not a hand-rolled comparison): a 320ft^2 ceiling, 2 coats, throughput 120 computes exactly 16/3 hours; at $32/hr that is $170.6666...(repeating), which displays as $170.67 via toMoneyString's HALF_UP rounding. No remaining work."
COST-003,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,GIVEN Both preceding surfaces WHEN Sum raw labor THEN Exactly12.84hours;410.88 cost.,tests/engine/fixtures.test.ts; tests/mutation/mutation.test.ts,tests/engine/fixtures.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case COST-003), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts. Prior evidence: "
COST-004,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,"GIVEN Trim100ft,2coats,throughput40,rate32 WHEN Compute labor THEN 5hours;160.00; developed width affects paint, not throughput units.",tests/engine/fixtures.test.ts; src/engine/labor.ts,tests/engine/fixtures.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case COST-004), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts. Prior evidence: "
COST-005,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,"GIVEN Door1,sides2,coats2,time.75,rate32 WHEN Compute labor THEN 3hours;96.00; multiply by sides once.",tests/engine/fixtures.test.ts; src/engine/labor.ts,tests/engine/fixtures.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case COST-005), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts. Prior evidence: "
COST-006,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,GIVEN Same door with sides1 WHEN Compute labor THEN 1.5hours;48.00; no implicit second side.,src/engine/labor.ts:16-18 (doorHours),"tests/engine/costRequirements.test.ts; tests/engine/geometry.test.ts (GEO-10, area-only)",verified,"Confirming test added for the LABOR half (the matrix cited geometry-only coverage as insufficient): count=1, coats=2, hoursPerSidePerCoat=0.75, sides=1 computes exactly 1.5 hours and $48.00 at $32/hr; a second assertion proves sides=2 costs exactly double, ruling out any hidden implicit second-side charge at sides=1. No remaining work."
COST-007,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,"GIVEN Additional prep2hours,rate32 WHEN Add to estimate THEN Labor increases64; at overhead.15 total cost increases73.60.",src/engine/labor.ts; src/domain/estimateAssembly.ts,,verified,"FIXED this session: the Pro project editor now has a real 'Additional labor' section (add/edit/remove named tasks with hours and loaded rate), previously entirely absent from the interface despite assembleProjectEstimate already consuming revision.additionalLabor. Evidence: tests/browser/projectCostEntry.test.tsx, tests/domain/estimateAssembly.test.ts (additionalLabor line contributes hours*rate to laborCost)."
COST-008,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,GIVEN Two labor lines with different loaded rates WHEN Calculate THEN Sum each hours*own rate; never multiply total hours by one arbitrary rate.,src/engine/labor.ts; tests/engine/estimate.test.ts,,verified,FIXED this session: multiple additional-labor lines each contribute their OWN hours*rate independently (no shared/blended rate) -- verified via the new additionalLabor UI and its per-line rate field. Evidence: tests/domain/estimateAssembly.test.ts.
COST-009,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,"GIVEN Paint126,itemized supplies20,allowance none WHEN Calculate materials THEN 146.00; no hidden default allowance.","src/engine/cost.ts:15-24,30-32 (suppliesAllowance, materialsTotal)",tests/engine/costRequirements.test.ts,verified,"Replaces the prior misleading citation (tests/engine/cost.test.ts::COST-01..04, which use different sample numbers and never produce 146.00). New test uses the matrix's own exact fixture: paint=$126, itemized supplies=$20, allowance=none -> materials=$146.00 exactly, with the allowance itself proven zero (no hidden default). No remaining work."
COST-010,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,"GIVEN Paint126,itemized supplies20,allowance flat10 WHEN Calculate materials THEN 156.00; allowance shown separately.","src/engine/cost.ts:15-24,30-32",tests/engine/costRequirements.test.ts,verified,"Confirming test added with the exact matrix fixture: paint=$126, supplies=$20, allowance=flat $10 -> materials=$156.00, with the allowance value itself asserted as exactly $10.00 (shown separately, not blended into the materials total figure alone). No remaining work."
COST-011,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,"GIVEN Paint126,itemized supplies20,allowance paintPercent.10 WHEN Calculate materials THEN 158.60; allowance12.60 based on paint only, not all materials.","src/engine/cost.ts:15-24,30-32",tests/engine/costRequirements.test.ts,verified,"Confirming test added with the exact matrix fixture: paint=$126, supplies=$20, allowance=paintPercent 10% -> allowance=$12.60 (10% of the $126 PAINT cost only, explicitly proven NOT $14.60 which 10% of all $146 materials would give) -> materials=$158.60. No remaining work."
COST-012,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,GIVEN Switch allowance flat10 to none while old ratio.10 retained WHEN Recalculate THEN Neither old flat nor ratio contributes.,src/engine/cost.ts:15-24 (suppliesAllowance switch statement -- only the active mode's branch is ever read),tests/engine/costRequirements.test.ts,verified,Confirming test added with the exact matrix scenario: mode=none with a stale flatAmount=$10 AND a stale paintPercentRatio=0.10 both still present in the input object contributes exactly zero -- neither stale value leaks through the inactive-mode's dead branches. No remaining work.
COST-013,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,"GIVEN Switch allowance flat10 to paintPercent.10,paint126 WHEN Recalculate THEN 12.60 allowance only; no22.60 blend.",src/engine/cost.ts:15-24,tests/engine/costRequirements.test.ts,verified,"Confirming test added with the exact matrix scenario: switching mode to paintPercent(10%) while a stale flatAmount=$10 is still present computes exactly $12.60 (10% of $126), explicitly proven NOT the $22.60 a blend of both stale values would produce. No remaining work."
COST-014,"Labor, expenses and supplies",CALCULATION_SPEC.md §5,"GIVEN Travel default50 WHEN Create new draft, autosave and recalculate repeatedly THEN Exactly one expense50; overhead7.50 at.15 on that expense.",src/domain/entities.ts; src/domain/project.ts; src/components/tools/pro/ProApp.tsx,,verified,"FIXED this session (V5-05): a configured travel default now creates exactly one otherExpenses line on a new draft, and is never silently re-applied on recalculation (createDraftRevision only runs once, at draft creation). Evidence: tests/domain/createDraftRevision.test.ts (5 tests covering none/flat/paintPercent supplies modes and travel-line duplication)."
