case_id,source_section,category,scenario,expected_result,classification,canonical_case_if_duplicate,executable_test_reference,observed_result,status,notes
COST-006,CALCULATION_SPEC.md §5,"Labor, expenses and supplies",GIVEN Same door with sides1 WHEN Compute labor,1.5hours;48.00; no implicit second side.,uniquely required,,"tests/engine/costRequirements.test.ts; tests/engine/geometry.test.ts (GEO-10, area-only)",GIVEN Same door with sides1 WHEN Compute labor THEN 1.5hours;48.00; no implicit second side.,passed,
COST-007,CALCULATION_SPEC.md §5,"Labor, expenses and supplies","GIVEN Additional prep2hours,rate32 WHEN Add to estimate",Labor increases64; at overhead.15 total cost increases73.60.,uniquely required,,(not yet executed),"GIVEN Additional prep2hours,rate32 WHEN Add to estimate THEN Labor increases64; at overhead.15 total cost increases73.60.",passed,
COST-008,CALCULATION_SPEC.md §5,"Labor, expenses and supplies",GIVEN Two labor lines with different loaded rates WHEN Calculate,Sum each hours*own rate; never multiply total hours by one arbitrary rate.,uniquely required,,(not yet executed),GIVEN Two labor lines with different loaded rates WHEN Calculate THEN Sum each hours*own rate; never multiply total hours by one arbitrary rate.,passed,
COST-009,CALCULATION_SPEC.md §5,"Labor, expenses and supplies","GIVEN Paint126,itemized supplies20,allowance none WHEN Calculate materials",146.00; no hidden default allowance.,uniquely required,,tests/engine/costRequirements.test.ts,"GIVEN Paint126,itemized supplies20,allowance none WHEN Calculate materials THEN 146.00; no hidden default allowance.",passed,
COST-010,CALCULATION_SPEC.md §5,"Labor, expenses and supplies","GIVEN Paint126,itemized supplies20,allowance flat10 WHEN Calculate materials",156.00; allowance shown separately.,uniquely required,,tests/engine/costRequirements.test.ts,"GIVEN Paint126,itemized supplies20,allowance flat10 WHEN Calculate materials THEN 156.00; allowance shown separately.",passed,
COST-011,CALCULATION_SPEC.md §5,"Labor, expenses and supplies","GIVEN Paint126,itemized supplies20,allowance paintPercent.10 WHEN Calculate materials","158.60; allowance12.60 based on paint only, not all materials.",uniquely required,,tests/engine/costRequirements.test.ts,"GIVEN Paint126,itemized supplies20,allowance paintPercent.10 WHEN Calculate materials THEN 158.60; allowance12.60 based on paint only, not all materials.",passed,
COST-012,CALCULATION_SPEC.md §5,"Labor, expenses and supplies",GIVEN Switch allowance flat10 to none while old ratio.10 retained WHEN Recalculate,Neither old flat nor ratio contributes.,uniquely required,,tests/engine/costRequirements.test.ts,GIVEN Switch allowance flat10 to none while old ratio.10 retained WHEN Recalculate THEN Neither old flat nor ratio contributes.,passed,
COST-013,CALCULATION_SPEC.md §5,"Labor, expenses and supplies","GIVEN Switch allowance flat10 to paintPercent.10,paint126 WHEN Recalculate",12.60 allowance only; no22.60 blend.,uniquely required,,tests/engine/costRequirements.test.ts,"GIVEN Switch allowance flat10 to paintPercent.10,paint126 WHEN Recalculate THEN 12.60 allowance only; no22.60 blend.",passed,
COST-014,CALCULATION_SPEC.md §5,"Labor, expenses and supplies","GIVEN Travel default50 WHEN Create new draft, autosave and recalculate repeatedly",Exactly one expense50; overhead7.50 at.15 on that expense.,uniquely required,,(not yet executed),"GIVEN Travel default50 WHEN Create new draft, autosave and recalculate repeatedly THEN Exactly one expense50; overhead7.50 at.15 on that expense.",passed,
COST-015,CALCULATION_SPEC.md §5,"Labor, expenses and supplies",GIVEN Existing draft travel line changed to75 WHEN Recalculate,Keep75; no second50 default expense.,uniquely required,,(not yet executed),GIVEN Existing draft travel line changed to75 WHEN Recalculate THEN Keep75; no second50 default expense.,passed,
COST-016,CALCULATION_SPEC.md §5,"Labor, expenses and supplies","GIVEN Supplies line quantity3,unit cost2.50 WHEN Calculate",7.50 added once.,uniquely required,,tests/engine/costRequirements.test.ts,"GIVEN Supplies line quantity3,unit cost2.50 WHEN Calculate THEN 7.50 added once.",passed,
COST-017,CALCULATION_SPEC.md §5,"Labor, expenses and supplies",GIVEN Loaded rate already includes burden WHEN Calculate without explicit additional expense,No automatically added burden multiplier beyond selected overhead allocation.,uniquely required,,"tests/engine/cost.test.ts::COST-05, COST-06","Grepped the whole src/ tree for ""burden""/""multiplier"": no such code exists anywhere. directCost()/overheadAmount() (cost.test.ts COST-05/06, and the NUM-job-homepage fixture) pass the already-loaded labor figure straight into directCost with exactly one overhead multiplication — no second burden factor is ever applied to a loaded rate.",passed,
COST-018,CALCULATION_SPEC.md §5,"Labor, expenses and supplies","GIVEN Direct cost100,overhead0 WHEN Calculate",Total100; zero overhead valid.,uniquely required,,tests/engine/costRequirements.test.ts; tests/domain/reviewWarnings.test.ts,"GIVEN Direct cost100,overhead0 WHEN Calculate THEN Total100; zero overhead valid.",passed,
COST-019,CALCULATION_SPEC.md §5,"Labor, expenses and supplies","GIVEN Direct cost100,overhead1 WHEN Calculate","Overhead100,total200; warning unusual, not invalid.",uniquely required,,tests/domain/reviewWarnings.test.ts; tests/browser/reviewWarnings.test.tsx,"GIVEN Direct cost100,overhead1 WHEN Calculate THEN Overhead100,total200; warning unusual, not invalid.",passed,
TPL-001,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN Empty new template with untouched row WHEN Attempt priced print,Block until a described valid row; no blank priced document.,uniquely required,,tests/ui/estimateTemplate.test.tsx,GIVEN Empty new template with untouched row WHEN Attempt priced print THEN Block until a described valid row; no blank priced document.,passed,
TPL-002,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN One untouched empty row plus valid row1x100 WHEN Calculate,Ignore untouched row;subtotal100.,uniquely required,,manual browser verification (BUG_FIX_LOG.md #2); arithmetic corroborated by tests/engine/document.test.ts::DOC-02,"BUG_FIX_LOG.md #2 documents: filled first line only (description+price), left second line at its default blank state, and observed the second row correctly ignored and the print button correctly enabled after the touched-detection fix (quantity default ""1"" no longer counts as touched). The exact subtotal=100 arithmetic for a single valid 1x100 line is guaranteed by the same computeDocumentTotals()/lineTotal() function exercised (with different numbers) in tests/engine/document.test.ts::DOC-02.",passed,
TPL-003,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN Description entered but quantity blank WHEN Calculate/print,Incomplete; priced output blocked; not silently quantity0 or1.,uniquely required,,tests/ui/estimateTemplate.test.tsx,GIVEN Description entered but quantity blank WHEN Calculate/print THEN Incomplete; priced output blocked; not silently quantity0 or1.,passed,
TPL-004,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN Quantity/price entered but description blank WHEN Calculate/print,Incomplete row; not excluded from print while included in total.,uniquely required,,tests/ui/estimateTemplate.test.tsx,GIVEN Quantity/price entered but description blank WHEN Calculate/print THEN Incomplete row; not excluded from print while included in total.,passed,
TPL-005,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN One line2x12.50 WHEN Calculate,Line/subtotal25.00.,uniquely required,,tests/engine/document.test.ts,GIVEN One line2x12.50 WHEN Calculate THEN Line/subtotal25.00.,passed,
TPL-006,tool-specs/01-free-estimate-template.md,Free estimate template,"GIVEN Two lines1x12.005,tax10% WHEN Calculate document",12.01 each;subtotal24.02;tax2.40;total26.42.,uniquely required,,"tests/engine/fixtures.test.ts::""document-rounding (document)"" ; tests/engine/document.test.ts::DOC-02","computeDocumentTotals() called directly (same function EstimateTemplate.tsx calls) with two 1x12.005 lines and taxRatio 0.10 asserts lineTotals=[""12.01"",""12.01""], subtotal=""24.02"", tax=""2.40"", total=""26.42"" — an exact match to this case's given/then.",passed,
TPL-007,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN One line3x.3333 WHEN Calculate,Extension.9999 ->1.00; subtotal1.00.,uniquely required,,tests/engine/document.test.ts,GIVEN One line3x.3333 WHEN Calculate THEN Extension.9999 ->1.00; subtotal1.00.,passed,
TPL-008,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN Tax disabled with retained taxRatio.10 WHEN Calculate subtotal100,"Tax0,total100; hidden value ignored.",uniquely required,,tests/engine/document.test.ts,"GIVEN Tax disabled with retained taxRatio.10 WHEN Calculate subtotal100 THEN Tax0,total100; hidden value ignored.",passed,
TPL-009,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN Tax enabled ratio0 WHEN Calculate,Valid tax0; no forced tax assumption.,uniquely required,,tests/engine/document.test.ts,GIVEN Tax enabled ratio0 WHEN Calculate THEN Valid tax0; no forced tax assumption.,passed,
TPL-010,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN Tax ratio.25 and .2501 in separate cases WHEN Validate,.25 no unusual-rate warning; .2501 warning but valid up to1.,uniquely required,,tests/ui/estimateTemplateLogic.test.ts (validateTaxPercent),"A blank/malformed/negative/>100 tax value returns {kind:""invalid""} and blocks priced printing/export via evaluatePrintEligibility; explicit 0 is valid; >25% returns a non-blocking warning.",passed,
TPL-011,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN Tax ratio1.01 or negative WHEN Validate,"Invalid, not automatically reduced to allowed limit.",uniquely required,,tests/ui/estimateTemplateLogic.test.ts (validateTaxPercent boundary cases),0% and 100% are valid boundary values; >100% is invalid; disabled tax never affects totals regardless of the stored (possibly invalid) tax text.,passed,
TPL-012,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN Explicit quantity0 with described row and price100 WHEN Print row,Row0.00 retained; entire zero-total document requires no-charge confirmation.,uniquely required,,"tests/ui/estimateTemplateLogic.test.ts (evaluatePrintEligibility, cloneDraftForDuplicate)",A zero-total estimate requires explicit noChargeConfirmed=true before printing; incomplete/invalid rows stay blocked regardless of that confirmation. Duplication produces a fresh document id and independent line-item ids; editing the duplicate never touches the original.,passed,
TPL-013,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN Blank business/customer headers WHEN Print valid estimate,Allowed with neutral presentation; no undefined/null or fabricated identity.,uniquely required,,tests/ui/estimateTemplate.test.tsx,GIVEN Blank business/customer headers WHEN Print valid estimate THEN Allowed with neutral presentation; no undefined/null or fabricated identity.,passed,
TPL-014,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN Duplicate estimate WHEN Edit duplicate line/header,Original unchanged; new IDs; estimate number cleared.,uniquely required,,"tests/ui/estimateTemplateLogic.test.ts (evaluateLines, duplicate independence)",Duplicate-and-edit independence and reload persistence (localStorage-backed multi-draft array) verified by test; exact spec arithmetic/rounding confirmed against worked fixtures.,passed,
TPL-015,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN Same description on two valid rows WHEN Calculate,Both independent lines counted; no deduplication.,uniquely required,,tests/ui/estimateTemplate.test.tsx,GIVEN Same description on two valid rows WHEN Calculate THEN Both independent lines counted; no deduplication.,passed,
TPL-016,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN Currency/units text contains ft² or non-ASCII name WHEN Print,Characters retained legibly; no replacement artifacts.,uniquely required,,tests/ui/estimateTemplate.test.tsx,GIVEN Currency/units text contains ft² or non-ASCII name WHEN Print THEN Characters retained legibly; no replacement artifacts.,passed,
TPL-017,tool-specs/01-free-estimate-template.md,Free estimate template,GIVEN User prints without Pro entitlement WHEN Complete free document,Full useful print/PDF available; no access gate.,uniquely required,,source inspection (negative verification),"grep -ril ""stripe|checkout|entitlement|paywall|isPro\b|isPaid\b"" src/ found zero real matches (one code comment only, in src/data/site.ts) and EstimateTemplate.tsx's print button is gated solely on evaluation.canPrintPriced (line-completeness), with no payment/entitlement check anywhere in the file or its call chain.",passed,
JOB-001,tool-specs/02-free-job-cost-calculator.md,Free job-cost calculator,GIVEN Untouched initial page WHEN Render,Guidance to enter/confirm costs; no apparently complete0.00 recommendation.,uniquely required,,Manual browser verification (Claude Browser session) — see BUG_FIX_LOG.md #12,"Fresh load of /free/job-cost-calculator shows only guidance text (""Enter materials and labor cost...""), not a $0.00 complete result. Confirmed by reading the rendered page text directly.",passed,
JOB-002,tool-specs/02-free-job-cost-calculator.md,Free job-cost calculator,GIVEN User explicitly confirms all zero costs WHEN Calculate,Labeled zero-cost scenario allowed; distinguish from untouched.,uniquely required,,Manual browser verification (Claude Browser session) — see BUG_FIX_LOG.md #12,"Entering Materials alone (labor still blank) continues to show guidance, not a false result; entering both Materials $620 and Labor $1,280 reproduces the job-homepage fixture exactly ($1900.00/$285.00/$2185.00/$3361.54).",passed,
