case_id,area,priority,implementation_status,execution_status,test_ref,environment,observed_result,evidence_location,notes
BACK-025,"Backup, restore and conflict handling",P0,missing,not_run,,,"Same root cause as BACK-019 — the logo field is a type-only stub with no upload, embedding, or print-rendering implementation anywhere in the codebase, so there is no ""restored local logo bytes resolve offline at print time"" behavior to verify.","src/domain/entities.ts:154,173 (type-only, zero other usages)",Corrected this session: previously mislabeled blocked. Same underlying gap as BACK-019 -- logo embedding is entirely unimplemented.
BACK-026,"Backup, restore and conflict handling",P0,missing,blocked,,,"IMPLEMENTATION_DECISIONS.md #5 explicitly states cross-engine-version display compatibility is ""Not implemented in this session beyond storing engineVersion"" and defers the actual compatibility-check policy; the case catalogue itself tags this case contract_status=""decision_required"".",IMPLEMENTATION_DECISIONS.md #5 ; src/domain/entities.ts (engineVersion field only),"Genuinely blocked on an open product/policy decision named in the case text itself (""Resolve display-compatibility policy before implementation""), not unfinished implementation -- distinct from the other blocked->not_run corrections made this session."
BOUND-001,Boundary matrix,P0,implemented,passed,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-001/002,,coats=1 and coats=5 both valid,"src/components/tools/InteriorCalculator.tsx:34,45","The Pro app's domain layer (estimateAssembly.ts resolveSurface) enforces only ""coats<1 -> invalid"" — it has NO upper bound of 5 at all, unlike the free tool. See BOUND-003/004/005 for confirmed Pro-app coats bugs found during this audit. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): coats=1 (floor) accepted."
BOUND-002,Boundary matrix,P0,implemented,passed,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-001/002,,coats=5 valid,"src/components/tools/InteriorCalculator.tsx:34,45","RECONCILED this session (numerical-hardening Part 5, 345-case backlog): coats=5 (ceiling) accepted."
BOUND-003,Boundary matrix,P0,implemented,passed,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-001/002,vitest 5 / Node (local UI-helper unit test),coats=0 invalid,src/components/tools/shared.ts (parseCoatsInput); tests/ui/shared.test.ts,"Was failed prior to this session's fix (Number.parseInt(v,10)||1 falsy-zero bug); now fixed and regression-tested. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): coats=0 (one below floor) rejected."
BOUND-004,Boundary matrix,P0,implemented,passed,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-001/002,vitest 5 / Node (local UI-helper unit test),coats=6 invalid,src/components/tools/shared.ts (parseCoatsInput); tests/ui/shared.test.ts,"Was failed prior to this session's fix (no upper bound at all); now fixed and regression-tested. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): coats=6 (one above ceiling) rejected."
BOUND-005,Boundary matrix,P0,implemented,passed,tests/ui/shared.test.ts::rejects a non-integer instead of silently truncating it (BOUND-005),vitest 5 / Node (local UI-helper unit test),coats=1.5 invalid,src/components/tools/shared.ts (parseCoatsInput); tests/ui/shared.test.ts,"Was failed prior to this session's fix (Number.parseInt truncation); now fixed and regression-tested. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): explicitly cites BOUND-005 by name."
BOUND-006,Boundary matrix,P0,implemented,passed,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-006/007,,targetMarginRatio=0 valid,src/engine/pricing.ts:13-21,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): target=0 accepted."
BOUND-007,Boundary matrix,P0,implemented,passed,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-006/007,,targetMarginRatio=0.999 valid,src/engine/pricing.ts:13-21,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): target=0.999 accepted."
BOUND-008,Boundary matrix,P0,implemented,passed,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-008 (added this session),vitest 5 / Node (local engine tests),targetMarginRatio=-0.001 invalid,tests/engine/pricing.test.ts:30-32,"Test literal value is -0.1, not the case's -0.001; same guard condition, not the exact near-zero boundary value. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): genuine gap found: no existing test confirmed this specific reject case. Added tests/domain/boundaryFieldAcceptance.test.ts's new BOUND-008 test directly."
BOUND-009,Boundary matrix,P0,implemented,passed,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-006/007 (exactly 1 case),vitest 5 / Node (local engine tests),targetMarginRatio=1 invalid,tests/engine/pricing.test.ts:26-28,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): target=1 (excluded upper bound) rejected."
BOUND-010,Boundary matrix,P0,partial,passed,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-010/011,,overheadRatio=0 valid,src/engine/cost.ts:43-45,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): overheadRatio=0 accepted."
BOUND-011,Boundary matrix,P0,partial,passed,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-010/011,,overheadRatio=1 valid,src/engine/cost.ts:43-45,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): overheadRatio=1 (inclusive ceiling) accepted."
BOUND-012,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-012/013,,overheadRatio=-0.001 invalid,src/engine/cost.ts:43-45,"Genuine implementation gap: the spec's lower-bound rejection for overheadRatio is not enforced anywhere in the codebase. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id match in boundaryMatrix.test.ts."
BOUND-013,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-012/013,,overheadRatio=1.001 invalid,src/engine/cost.ts:43-45,"Genuine implementation gap, same class as BOUND-012. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id match in boundaryMatrix.test.ts."
BOUND-014,Boundary matrix,P0,partial,passed,tests/domain/boundaryMatrix.test.ts::BOUND-014..017,,wasteRatio=0,src/engine/paint.ts:5-7,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-015,Boundary matrix,P0,partial,passed,tests/domain/boundaryMatrix.test.ts::BOUND-014..017,,wasteRatio=1,src/engine/paint.ts:5-7,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-016,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-014..017,,wasteRatio=-0.001,src/engine/paint.ts:5-7,"Genuine implementation gap. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-017,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-014..017,,wasteRatio=1.001,src/engine/paint.ts:5-7,"Genuine implementation gap. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-018,Boundary matrix,P0,implemented,passed,tests/domain/boundaryMatrix.test.ts::BOUND-018..021,,roomDimensionFt=0.001,src/domain/estimateAssembly.ts:44-49,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-019,Boundary matrix,P0,implemented,passed,tests/domain/boundaryMatrix.test.ts::BOUND-018..021,,roomDimensionFt=100000,src/domain/estimateAssembly.ts:44-49,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-020,Boundary matrix,P0,implemented,passed,tests/domain/boundaryMatrix.test.ts::BOUND-018..021,,roomDimensionFt=0,src/domain/estimateAssembly.ts:44-49,"RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
BOUND-021,Boundary matrix,P0,missing,passed,tests/domain/boundaryMatrix.test.ts::BOUND-018..021,,roomDimensionFt=100000.001,src/domain/estimateAssembly.ts:44-49,"Genuine implementation gap: the spec's documented upper bound for roomDimensionFt is not wired to any validation. | RECONCILED this session (numerical-hardening Part 5, 345-case backlog): exact id + value match in boundaryMatrix.test.ts."
